block_number,block_timestamp,txid,input_count,output_count,in_btc,out_btc,fee_btc,outputs_btc,out_addresses,in_addresses
11666,2009-04-20 20:19:32.000000 UTC,eebd343e3cbb08c6932adc87eba4b2bf372e9e984023474cb4fdb9b9ffad39b1,70,1,3500,3500,0,3500.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1BgXbyqYqvBnvFtMfZrkVWxwRLKVY99vMC | 14wGh8Hvzv5KfuYabs8MUMxCD41MVmTJuo | 1DKtFvp41xR1JuhaCudY2pVHp5VbeVNr6Y | 1MwYXKSBcx2BAncXLrHKj8xfNCMV6iQ8Xr | 1HYdp2p3g2VgouSZjtwEHYH6Ftnr6o4EJX | 1EuYqAGkzpot5jzYaPgCRWVFyh3qvmBas8 | 1CzGiK4QziukNbCEEwgTveBme4aeKXMQXY | 1JS6fmFkNgmz9aHBCZvdCL29wrXswQaYAi | 1No1HNhwZixiBKWkP3yaX8fHCLPtwqHV5F | 1MdyEkpYKW55MdJUcvkESQwp1p2XJZbSmG | 16R6uuTdJnXXLjxBQFVziZZPVZnTi3Gpao | 1EPbjGvMUydu9aTHgvsmR3mFMouNAxmqj8 | 1EJC1ahwoKWcgmBiS9wU5DgSRKqg1omgHa | 155SEe2B6QDLeMYuYDNnMPtkk7KApymxNc | 1NeWe9NbZiW4nCKE5TgoA1Z5uRBctnGUjz | 181Ky7fDbEipjv3ShPDcdRD75EjQTf86A4 | 171f4f6JgiY433Wg7rw492wizpzPJshLpo | 1EQpGnuBR58gsH3eB64UC2AdwXdkUniFXK | 1JQjgPvxXNnWZM8PVechs7CTqURN1m4KFJ | 1B6LCeYKTfBP4R6xdZEnpo4dHLAeDGzbdn | 18MuhuGUUeZFq33Mga3imaroTMWSEGt7zr | 1548oM2Es1wxcJecSLtFjKKtC9mE4yLmXV | 13od2GzQ79NvicTzxWEzw32yaou9dEeRna | 1Dwk8HzqVwyECJv5vS5QAmULf53DQJTgjQ | 1EYDXGgLqeBDdfhVYUY6Ac4hJJRg7wNRVz | 18c1uH5yuCy1F5EddkahMLJR3Ft6uP2o1E | 12V72L7oJjWR4xBEBKa8kDeLiEeQr25zga | 1GDxkRE4dg3PGWo6K15TVd41xnv9EkJYTz | 1FphMDgmTEgREqxZX2nw7Trt1c1VEjBVRs | 1J4EFGK4xPtEFheLfEeZjHzt7prsYhw2tj | 1GhBfv7BwjLKMrWVcoaZCgfuUM4tU24QR3 | 16G1sWF3iCseZVQekH8C8Wt8dCnjctAP25 | 13LHzrjQr3XFZcSxKr17ZmCCeoeEF3VvyP | 1FAgYAakrESEade3VkAdi1wphPWMSj5Moh | 16MDBgv1AixPz8bWhqwGGYzFdxp194t76G | 1Q3SMBW3L1514F8zWZy3nAg3EQSLS8umLu | 12fSJaCMnxfTcWGDtrn8n7r5EazBxNupQc | 19YreodsDdLvg46WkPesTUG4btTLsBxakr | 1KVH1A1kia5g8MkdEKg397mP67jpsGJt4h | 1DJrhF57pMRVjSr5KoENw4fxu1oJuv9osr | 18dhyTn9X1bEdyczjwr7RGm535WiLf7WhX | 19s87mii2oFWn4AAJ4yhx5Wx3Z9RbFxG65 | 13hDA3WtC9apWWigHVgFtTLpyWtHkrtqcQ | 1EZP8iKZUfAzqfg6WWhGtqep7VuYNrKF1K | 1J7VwmxytAoFWgWD6oiFtxJ3wBp4GjD3Y4 | 1E1EtpTZu8YSm5QT3X4usFvMU66kubb5ev | 1CfRzwdLbqAzNDe1xhCpZurZTbX5MV7XJX | 194VgfsJ1aRCh9csDFjr2WASm8SLwyDKjU | 1GjzcfmDu8pXKX5EQs6kipkimVMbVaa2aq | 1E3SrMLGkMKVpT2gH9VGS3yVzidVcRXX2M | 14K6CqHmfwKUwvzi6ME8w7kubudaJFMHBU | 1A1Pq4fdRpSRPabERxDsXbGCWH1z52g8sg | 1DimccjzhmFPNbcwzdkuuYwokhTC6wFjyi | 16mRjvV7zRiKFWYvXnmaqCFVAAvbxSyAPK | 1FmgkXapYZw2n1p1Ri2k4ahSstNxPpGE6Z | 1EyXP3h2idhsjAxfuDnp4ua78S6pnctuYL | 1FMNjno5a5bhAwGSgPfm8hsMQFb1oxT6ca | 1KRfTcCzBxD2TsrrtKmXsgQWw61uAe6HkX | 137icwmzVphkta7vgpPCLyhsuZXyGUKsNz | 1Guko8sGncHxkFiMESyNpeFQ288YLP664R | 1BNMDSwaeWjQttrz32nEJqg26h7ru2dVZN | 1HtSTW8vg6tGhtJ8JDCCAMMTmPQ4HDkMye | 1DRbg7W5VFXiHPBteb8QxqjtYwh3mRTs7P | 1CB1gUqJA7YTPAZw7nqz4ShrcA38MFDqgd | 1PzMEjAD6v2gtm1n5PZKJ2ucnz3iVzweTq | 1LDTveiwp8CTbFjLcTezcnAuTLJUdVh7hj | 1NjftgkKjVMfUJgM9YtyEyDRYivQVdVZJK | 1MkJj2FREe3Wz6w43TkMCBEseWx8FyqyyM | 172m56HeQRxNar4rr3K1VwymiStmsXitsy | 139HJnMVHb9Pj9rc8pjZowW1RucMpSABis
11769,2009-04-21 16:29:09.000000 UTC,71223e409c08a302ca8c0ecbc507650d51c4df68cd11bebb127dfe8fd6c66350,1,2,50,50,0,0.01000000 | 49.99000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52 | 1JVNj2iLqerXpVtVpXyRN5HHoTjQL3RnDn,1JVNj2iLqerXpVtVpXyRN5HHoTjQL3RnDn
12304,2009-04-26 13:18:39.000000 UTC,1e96292bc0b80d67876101b11f5aa50bb1071bd7b0302019950169ac2aaa052b,2,1,100,100,0,100.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,1KME4EZZhybYnQkoNUqzMjHE5ER8fzRax8 | 13k6ixn3NoNzphgeumeWp94JJHMQd7BuFY
12304,2009-04-26 13:18:39.000000 UTC,8552243568c50230e8bf6227797f993d91afadf6431a0d7f7eced17c9acc6919,13,1,650,650,0,650.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,151fqW6XH9tegTf6cpQ6BCSdZVAk9EHZgx | 1J45WCUdX62ShtcG3v8rFK5p2W4VW1NVA9 | 1M4Mco4uSHkPEMpm4acqza2E1LgrSeSiM6 | 14xfB9fF9Qm14bRy5tQZDNdNUj6xceN8TN | 198gPEVrV6AYaccNckukjprCJ63y18caqm | 138u3CEptNGkBL31JdqqVQRrpkMdy7xm6W | 1LBPRp23Yui13EhBFXf9hAeDjCwxhD7qXF | 1HSwXq9wGLL8RuL8jxu1rJTZYGPXJAVvH3 | 1ADrq4oAuySAtTXsu6knDkaWuVz2fpczLB | 1K9Y7RejiegEVBpsA9V2wHdFqAot4BAiiQ | 1LonjUZEk42q4zfq2LASHjM8PQKTos1uFJ | 14Zt3sA7SW4ezNQTkRWw81UDuYPbeAGhz2 | 1ERez5kEeErExca62ny6er4SKTiDoGFuKf
12678,2009-04-29 19:52:00.000000 UTC,f54f8b5282d2d349e34d6aa8a761c811ea9e1df7515a1291248cd44d06a45ace,20,1,1000,1000,0,1000.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,16RWFPSsVmiy7PaFfxZkD3zaULVJyhDQ3n | 12yRtfwkK97UUQPTwPyjuQZjRSqGhzYSSB | 1MDp8X36dffxzyoUknCTD89LaQvbwK2rhe | 1LbLPTf11LjamJHyPdgUhttn12g18iiq4z | 1LaxWYYF8m6odWn1ZfqXFPktmpw72rwjT1 | 1Afg8C9mzng6VhbiEcQjhS1v7EQASGnvAP | 13TU3PDCsDycTnWRXtKrLwxN9DJpmefVY5 | 1MrNhbLtMieCpNUD1FEQHbMJofh9Z5y4fA | 1M2xNSvihgM9Wd3DHPx3XrCKjt5yB1ASfB | 1BWgYGTjY1ThmqnHawFMW6gajeBxLq6pkU | 14QJgnQk2yj43ZnLFCz1TRXiNVawHAs2YC | 1PWQ9rSmMXmKZ2BGcQMkNEanzLiYcV7Syq | 1A2L8wMijeVxuTVP2Gwdf4V95gs1CUbCmS | 1Ewvg44kdRy74SE4yAybCnssbHGFyFw8ek | 14iDkydZFquSk9zvxvvbRiPHhvT5K6c2MQ | 1M5nngpBTktsWXsvSUyB7Wgj5UPFqBvpr6 | 116DMz6MB1qRa6XrwnTuunmfVNNE6hXe2F | 1DdS3T7LgLdboBdDcVvzpHzXmWLZFEswhC | 1EfnrfPhg9bNVqUTkPCnw9yDW1jfiYYySk | 1Gj9KYEMCQbhrUG2eWmvPd58eK34k8nfqa
12983,2009-05-02 05:02:21.000000 UTC,164ee500a3a460cffddeef7f9029e7e764362af80c8358d95c1eb2f105836234,1,2,50,49.97,0.03,0.03000000 | 49.94000000,1KmbtLXBkD7qDM1ksc7sEa7WfsdHwkFtWH | 1HDkMeyNoDg2zuDBcDAhgaHXnvjgjMoj1Y,1HDkMeyNoDg2zuDBcDAhgaHXnvjgjMoj1Y
13051,2009-05-02 19:01:49.000000 UTC,846fa8792c3ae9d7149c2b43b99343ab259ef2e96adf7f7bd2f8145f88091aeb,14,2,699.94,699.94,0,698.50000000 | 1.44000000,1EWbQNeNNiZcZyJcfQ6CQbnptHiU9pvVYr | 1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN,1HFdgy5steTwcyv6aJ1TN9tFPU4qHAidLN | 1NG8CopmVXEfH8VM9J5X7a4yMSozVxuYyB | 1MmN2VQHb1o9BoGbPJRAV1zkagPchh8znh | 1LeD7Kbaw9S6uDkeFcuag7XDA2PMpr8gG7 | 1PR7HHm3B1YA4mUS2uoaDGMLUXSRFNVe7P | 1HDkMeyNoDg2zuDBcDAhgaHXnvjgjMoj1Y | 1L8Z2tLULM3i9fC5Xr3e1REQgSXEw6s2JE | 1889q5k9CW5n7XQL3EaVtgGEAbBK3aYgjS | 13CXwP3Ummjm5ELbPTcHd6KSB4mJdMgcyN | 1Ms4aXBHc3wpBXSUeeGB6Vohvh5LaQxQ3x | 19VWqhcYVjPrUNVq21vMuUdeGgs6Q75S1S | 1C9U9dFgLDMVFoiE6NEictNjCk44X6uJX7 | 13mpcjvzR4g4enTUYuw6LRb51UgF9P21Ut | 12YUrtDqLMCtSnTzx3Bejd8Jjz3hERGPEV
13171,2009-05-03 21:08:46.000000 UTC,9e7bc9715975579b36d0a81383dc76fcb41c9db45c77557083da5f4f76556b16,1,2,50,50,0,15.00000000 | 35.00000000,17sbu8Z9FG9PoyqrgTdQzR8yg3SW8U7Hfv | 1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx,1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx
13174,2009-05-03 21:41:41.000000 UTC,4c0135d31a903852d488d908637478dedbea80167e532d23cfc188d2e5b5e3db,1,2,35,35,0,10.00000000 | 25.00000000,12hPHVEb2W5ppJ43i2Mx8SkqebxcSt2Huj | 1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx,1M2uVSbEGVVkxouDH3qdJsrRrbctpVo1Rx
13174,2009-05-03 21:41:41.000000 UTC,e29a9dc0b293f0d84775adf316750255f267bc94a852e27a31db1f01c7a10e8d,2,1,25,25,0,25.00000000,1As5cFDjhfNmqCw7EQVDF7KBYNKpGeSrnf,17sbu8Z9FG9PoyqrgTdQzR8yg3SW8U7Hfv | 12hPHVEb2W5ppJ43i2Mx8SkqebxcSt2Huj
13306,2009-05-04 23:04:44.000000 UTC,5f143015d428cc6052649779f85ca66cefd45dd8115a436b54ab794bb6d8171c,30,1,1500,1500,0,1500.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1G9FSzE6mM9wkuYVEPxnwgWkvyG4xq6pFo | 16zXGHaAU92urbc45PaW3rypKWTKZQy916 | 19tSHUyzTzBhLbah8rBajNFntUQuHztFqV | 15Wc6azSpseidrLPPBKqiZ2kzsh4itpAJz | 1H5zJSvHibNy7pZE7jFyAqDhvsSdMqrfGB | 1FepnCxazXpLaCRKWsWoEKzm8ChJxTxzG8 | 1MiWwA7PcggxQWU9JvydUSj6tfsCqbLSr2 | 1LrqRTHgL7Uo8DNuCpFc6Dh4dmKCovithM | 13C1uV8FFan9L7xbZ6wHMHBbahaVpzGed9 | 1EDuADD3yPyhDJvSuAcCXRdZ2xdtkTQcKS | 13FJLAMUFktohru8RrSUVTrasgmLHdhNuL | 1JarsiVGMzNESU6BvQt3fVsHDk8v56HdMY | 1DiKo8PrPTxsp84LSnce2i7npcAnJ8M7SZ | 12LC9BfDK76PpFRXLuBebHkDkUrrSSx5TL | 12TeU317kTRnEsnNyVjvcsmoWi3j8zreT4 | 1KsnfqPrJ3LL7MtkcfxWexaAFRzy7csfgu | 14woLSFq3bBpGQbWdiTiDPbz71hx4B8mFL | 15RpmWVm2dbj7W1MdJ7GRrwiV8Yjn9aYm4 | 1F9tqt7S1PBXEvwZA99XoWoxL7MHRZy4CH | 1PQ26KykKVj4WGhxNrgSV2QBrarqvrpkWi | 1Etmz59JhW53KTqLhzbmAigFiaiT8JLw71 | 1Mq8Sv9Q5gtX4v3ALHxK35C1oXMC4aYu8b | 1LkSUnZAjrtSsGMVMYFNxLkNvY3N3gGAfz | 1DG3zbPWNYoK2evoQbdPRVZtBsT5vDt1Aj | 1F6RrKtFQ1ATU8TsRfDmEJ3eAMYJMExnt5 | 1KvoRPWoLBkievbTenk5cBLFDsd8xChTcw | 1N1BqUdmWUuECYbGYELhZPfe1uFcoakUTW | 1Hvir3uYDbwdMa6dPipSvBiV2XZKDKj2mr | 1AYiHtgmuqnKscrXCFCxDhVCkiPg2DHi78 | 1NB7Q98AiT9bayxu3SVFnWb3LdoC1nUT66
13443,2009-05-05 22:52:26.000000 UTC,8cba5371ef42cd1538460cefd4d20a76029c3b7e7d1920548968151fbf826c6f,10,1,500,500,0,500.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1Li1YhMc5VhWsbi3Q6k6CgXEukMzZDsVPr | 1FSrveAj9Wxf3aRhL8GoMaEck42xQUNRzp | 129kjyq6bGfsaLcnE9cKoJjUN4V97gDgqv | 1GpmuNhvquSLr9bqJbCboa7cDg7FZjKMeH | 1MM2gRBEpazoQCgvCgbP8yYuXwoRvy6hKL | 18oAbCFmw7CfH5jVdQFKo9UXKwif22sDHn | 1ANtjqvrJ5KVS5s9cYiBAeBSwxbRwVH3Jm | 1BKxh4k8J8zp3MeykoQpJ9ce8hzCwwzTT6 | 1NshuJGqBZ1HpMmE24NPwr2WLPzkT3pjtm | 1KZaameYLQf1YmYgdRib7XfvdfWe8kzktE
14047,2009-05-11 14:58:31.000000 UTC,72776c25f0b994d2c05c26f48f503bb730dafa57f3d8b7cda2254c70025229aa,2,2,100,99.9,0.1,50.00000000 | 49.90000000,1GicJdJjH8QSurn7XxGDkBGg5DooSbcTF3 | 13RQnha5EJeGEpViDm2HsYeTxuE3TpS1Ek,13RQnha5EJeGEpViDm2HsYeTxuE3TpS1Ek | 1Patjwkpi829xZBrwooWM7whUHG4ZeWaab
14295,2009-05-13 13:55:35.000000 UTC,e4e6d0b98991457d45953907369e976988da553dc09b48e75f9955db7efee5b1,1,2,50,50,0,1.00000000 | 49.00000000,1MjJkkBtL8TTQDQ8TNULe99xwWhz214YhS | 1EsHBdSHrHQ42UzoBYx6upKu9x25NFXyBP,1EsHBdSHrHQ42UzoBYx6upKu9x25NFXyBP
14299,2009-05-13 16:03:07.000000 UTC,29a1acda5ccbfb22033f515985a83c3af28ad93cb2854fc425ec642a9f3e9738,1,1,50,50,0,50.00000000,1Cpd6ijLsakiAVTRqegjJyhXe61KYjy4ro,1MaAL4Tn1ojziJyK7vdXyiKLyojtP4maER
14324,2009-05-13 21:24:01.000000 UTC,0106b20766171631810521da688e39e8191ede576e8431791b32d7cec252d309,1,1,0.01,0.01,0,0.01000000,1LafXZTNr9u9zEDiYLJjmNJ7TK9pUBvj3z,16juSNx2hwNkGoEpDYu9s6kWjkmk8ufe13
14324,2009-05-13 21:24:01.000000 UTC,b1b0a6d77007bbaee07fb5a86eb63aadfa2772c409ba879085d2aa43019d4e5d,1,2,49,49,0,0.01000000 | 48.99000000,16juSNx2hwNkGoEpDYu9s6kWjkmk8ufe13 | 1EsHBdSHrHQ42UzoBYx6upKu9x25NFXyBP,1EsHBdSHrHQ42UzoBYx6upKu9x25NFXyBP
14325,2009-05-13 21:38:22.000000 UTC,d4fbb7ff4fb068186583b3e4f69c606f9bd46282060d9c8fb9493117cf926af8,1,1,1,1,0,1.00000000,1Cpd6ijLsakiAVTRqegjJyhXe61KYjy4ro,1MjJkkBtL8TTQDQ8TNULe99xwWhz214YhS
14389,2009-05-14 09:56:30.000000 UTC,337be268b97a3db981432b3771a3e1fc3575f6c98ec787b444fe4f73acbc3068,2,1,100,100,0,100.00000000,1GicJdJjH8QSurn7XxGDkBGg5DooSbcTF3,15Qk2FbEqAYFTidyWBgCDXcCroYwGiq4dd | 1AnR8s8iHFQ9oPoYLjB4b6YJfJMzwFK38o
14461,2009-05-14 21:59:33.000000 UTC,4d54c5bef60bc4ff8c865405d313c45449e4dd9450e3925b04677bc096148aa1,1,2,50,50,0,0.01000000 | 49.99000000,1CScvho8Wz7w774TapxAZHaDK7NzTA4Y2G | 19UYmgDzuqqzG3xbvZfV95NiyWCYMSsaTp,19UYmgDzuqqzG3xbvZfV95NiyWCYMSsaTp
14461,2009-05-14 21:59:33.000000 UTC,b4a48e2416e6e2c3bbb42a4025ad3ac9d8c2bd1f02494a3c76fd7dee9fba6f7d,1,1,49.99,49.99,0,49.99000000,1JfGs9cbGRKHpBTZ4WB2hcy6ZCzPJ7BuiN,19UYmgDzuqqzG3xbvZfV95NiyWCYMSsaTp
14604,2009-05-15 22:47:48.000000 UTC,c5228406aca1f6b12e8617e069f7e1e466be71babc2876d23f1de9c959c3ea93,10,1,500,500,0,500.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1P2WeFtq3r7qLY7MsiVEiPbKrzR979F4HT | 1EDbticCqjidpxbQSGfpCdDzFAGQrk31Ze | 14LfHX1dtSMJpFtg4QdToWZxNKFjmtkgQA | 13VnNh8F8hYTupodQn6fCMSY8kSTZKXbQt | 12vBzT4AXyeMQRnksR5bLt5e95YLoHP52R | 16EP4t2iYcpT6v95wLNprKWmGM3HvMSDJv | 15UG1HzHYRRRsSdGH8ji6aP6sgUPJtHPcL | 17XWLBf7FBf8ntGbJdjQRyodqkeVQgdJK2 | 1Cj7BtBeW2R6Xu1UGuW5fp8Kj7T2cTtqsj | 1FLf2PKZP95vDPooDZJyj5SgACJffgkYtx
15968,2009-05-29 15:06:07.000000 UTC,06032a172f88ba823785f87341eab26ee7a2eb2de9d2f105220d6580e3affc16,60,1,3000,3000,0,3000.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1121cQLqCsDsLPAkJW5ddTCREZ7Bp4ufrk | 165tvFYqJPirsNF1BhJWz4cXwGYXSnDN7P | 1526D8w2uyRZ82tqcVeQGCQgTyVpa1dgHU | 1JajpySnNT7Vn4KkNWs165FCjSxGPNrybe | 13EQXM4v7bEmeybYFBtDmhaaS9RmQ3c3Js | 15YsxUxsZ8vc29EyLDv65WW1SrF4txko9M | 14LM4CFhpt5K9PWyCPCmYWpDfxj4WKCxjv | 1H1NjvoUrgUoXLGkD3yoQp2MY8dkfRoAG3 | 1QEzMTypk87KCxaLFd9AZfQ2betVStjiZv | 1AVaMsGeyYaF8Lm6Z4PuFwa8YmSWf9xsRu | 14oKW55p2u829ZhuLcqSeb4A57NeLUYHdf | 12U1hbK6TUjyyrBbicPZr4EStm479nV1ov | 1PtM9U7DA5tarLxtRvsP1N3HyEtLC3wNZp | 1BcHnbzUHGZnJytod2HXVzJpEexNeg1ptR | 1PkWGvSjx4QrqtNB3NPgAbfxYv6aZkmAjb | 1LjXCeGngx3L5HUMiTCsrvpDXtuSKUGcjV | 15731eePuf3YVz49Yak8b4x9EYCgV7rh6e | 1Kwp2B6jxKhZgKiCG1ZQqMxiL6KCb1Wnre | 1EvBbbdLDMx8qqDezrHBWLjBn6hShFPZ17 | 1KJriHBauJdWgYHgEXVRwLQbrSgihKeM5s | 16B8XykAgdTBycU1f8UKbXjYd79N2i35nE | 1CuQR2R1iQAiv1Ca78KpHWrQ8Y71Pu4DyU | 1GvCTJxaEGdBSKLMDKc72wCpPQuKiHVaS3 | 1Pc7pPGRbED5Yvh1jQ7kXwTMmfVJAngY9n | 15UZYqEfmuLxgApVvFRejGn29YX1VZD5W3 | 1C3dN7RrfvsTtQFMUvC1B6LebnkxVtWfvt | 1FxU8MT7eSgDpGMVxnmMSvkdZoHYPNi44X | 17LTD2Ka6Tr5t6pVnMd3yFEU8q342zshq1 | 12qgT79fUpqr2DYCa5wwxHw3wucGLjQM5f | 1GDorP9b8z2off3Qf3wWv18NrRgpohgBVU | 1BCo9tLs97zv79MvgpKcJvAn1HqQjRg7Yi | 16NjBNfhkeSbjhTzCyYNsgJUNKpidmkxFf | 1PAaJMFARb3XLuhrJigmsJruw956BMEvdK | 1GPWprQCPXMnzitq1bKv3kWyH4dz3SaFPU | 19HaD3mwUfZeXZfB6qRRvFuJvUtzksvKg5 | 1Q1ZcT8LuhVHEd7Eq6BcB8WBWNg5Xh2Wn4 | 1HDFbn8DiPia76mmDQc3WNGagvyR4e7Usa | 1KyPneqQMMoEdV9uXYTQ56wwbgvXEGJSsc | 16bhseiVo2fKVatPB56RTXEVh9u139eZWi | 1ABNzSnL4PzrYQBVZn3ntCBExEAG3XGGoJ | 19T91ZYEn9C1jkfrBvzrGrHHqvuV9SYUaW | 1EHiB3tgETAmh7S1GW5cjh8mdme9pSqqMi | 18hwoUxzZrPUNS5MdiLFHizZg7Ktu3tREQ | 1FqDwDDb3R8Q7e7LA7cMryHLbhmRSvBEgs | 1DGiRc1hq61g8baGQjqSynBnxMzZUQWhyE | 18ZWLCiundWa4NhzfnSDikwbkYFv3cSnst | 1F6Ymo7s62hkjmFTWJz6R9eQuUK8BbXgqQ | 1JoMSZp422CDBDw7LFxQS6XtyF5cDeZ7kN | 12pXbMrxeyMT5JeacSXGE7o2VQpWKKRDUb | 1KUKgxm9P2wL9UMAqmqGYtm6AvmnirPUTJ | 1HUGGRdxgwAzUpaTJRiLddC8mgVQFrhRNi | 18WAcd4ZX9mALHzUU9TPTo65gWUSRqeT72 | 1Mmi8RiARTQ49Qejp3u2HQVpNFgxQRqQoa | 1MLj2d29GvDvSyxZDJn1n8rRLYJbp1SZed | 15P29cDYKEHiA5BA5aNXdFdgJVmHR4DYaq | 1LuaEZ5SmFcWKTtAohgixJWY8sZND38Nnh | 1NoD7nSaBPPWt6hDvBfUJVaYErkEvqzTo4 | 1FegjGqT61tZM36jpe3bAGuv45N9ucgWhQ | 1A6DGWkc7XxMGYBanQcdm33JskLfTi4YZy | 13n561iVozTtMXJzAJNA5TQsnTboRvpxae
16226,2009-06-01 03:01:54.000000 UTC,5f5f50aa278cd47cd610f772be7b22ac89715e1b54b05244df8a489bf67f6d4c,1,2,50,50,0,0.01000000 | 49.99000000,1w2YXsegxvMCpDKgXQdtgcLRgnPf6JYXk | 1KLmv54KpZtTGSJEoxKPvex2RLK8i8eTej,1KLmv54KpZtTGSJEoxKPvex2RLK8i8eTej
17807,2009-06-22 18:14:42.000000 UTC,3b24c9a9540f0b0236b58ffe716a905bfb0f45aa9efe96ee4656301ea1153412,60,1,3000,3000,0,3000.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1K9Fm1w58TcRscyLCyqNXQ8VwdeUda2sgq | 1BxwvqKAJGhxgTJwGRcdwki97PEBxFjmPo | 1Ln2G33FSmGTdQqdJPsjq49ANsqiHYTWhf | 1Ex4xGo5hUZctMBkJx6Yco87RC6tgvPKHp | 1JTvGCyH4266rHP4CbuJTTJg74o8AUmkGd | 1KHkDCD1pNjfHneta71Mc6HPyb64M9iRyx | 1NLNsFaQbvE47kd3oRLFXexmedoPbEMVAc | 16PyC1ybAk52pbaHHmFBxixLWgGNUjcj7Z | 1L1XwQmkW4CrLDE6vzgaGCDsRUjBZ5u8tm | 1k7VmcVNvFoks683SMmx3M5U2SiNcyAyS | 1Ktp7PDYpxQpFPRQTdUJfs7jPZe9Lhn8Z2 | 14AmQj2A4XPFB1VJ5zsQdTZHkMKssrXbxn | 15uRE3Ufs3frqBve6snN2h5GzWpJoWJir4 | 17onesWaaMeDewKA7BotAeMT2ryFc4Uc72 | 1Puny2M69BxWJEhpJKdndRaAASBawXjQPG | 1DZfPfrmvXjf8YoG24LQTozkGdfuqVx1Sa | 1NhfdtHUXQiGwk8taD85gBFDihAYgVrW4H | 1PF9SjKgseEFQbUshv78EvyHCNbgZJcigX | 174VhJ9sLT79rMLdKZpavTJqgSAuEe6mQP | 1L9Qgjq39u54QS2wAYe1JantDUEor1vGr | 1MzUT2G6RznQ1zYK6KrAaWBFf6BdCiEBQ7 | 14h7ZnPDSRLZdCYADdD7FGemtC9AMBjRnY | 1CnC2B6598Q2Msqq2nvDXHBRh7EEo2Rh9i | 18EjWvvUUUphYstECYjCCz1fRnhRHirMpx | 18XrVgMW7Rvbg473UQMm78eP1AAAAggvkX | 1Ad3GUu2WvtFyG9Vpe9qYpALhYdLcPKfwH | 1Nze4cPT7iNNbvyAqp66mRd3YUzNRGyh75 | 1AdH5vCetJV6X8d12VmhGE6TYCdKetAUs1 | 1BGGteXpAstEt7CUUpZdYwNBJcwWcVjc42 | 17WA2kKNquNUFn6NxWfDoBjtfWvQLDeytY | 15h7Tn9rAKZg2LRLNhF4R7qgdKfqFeZhhW | 134rVuAQeASWEuNiyyarMWYSPmUdiR6DUk | 159i7qFUybWnKNzge1y3cywUf5vHn9m16n | 12fwgyJLFtdwU1dRFyQLGP7RLn3oK4J693 | 14SGB8S12oiHCV7e9vnAKH6SQAr2PENpZT | 1HujCSdpzJY8zjnfopTTmUsDKRvkJd8mvJ | 1MXCJQEfdtcZb47jRxuGJ6hJ2x1GN3ar8Q | 12CXrsTngo1RC8knQvWhvaewJqU51phbYF | 1L2NVCxsPgYFoRQ8rospw7xDoun2zY6Ryz | 1CKxMPHZMVLT6emEqpq7VmYEu6yEbuLGzz | 17PyLpyrtj3VcTZZLLtPswf3ceR28Hiabm | 1935agsQ2i7C9tFHVCYjRoYcsckEQWrgPh | 19QVU2Qsn7JqyyhP5Y9EebfHAddu8XH1ms | 1JaRXgmpvpxygtkWVeDieS8SDyNdjd27FB | 1BYUFu2cHbe85TnuKhmkXDJFJv5ZCkDZGZ | 1HFMF79yA8DFSQfXCuVgRPkQCy3WF3ymQb | 1JGGX8oXZ1Hieh86RZAfYvZFGhjZjDCNLc | 12HVjex6NrTKS1gXf191iB745GPdWJhi3C | 1DNua92PfQ11EHki9Q6A6fKcGA8SmJPSAR | 129JQdq7Zwg9QgonAG8PjzjUXKFCEn4DrX | 1A3CFS34uBSnUDTf6vSMCTVgQU1CGsJXt6 | 13KdJFHoXz8unRf8KokPpf9AXSVca3xFPV | 17j5fuZ8BspoEBxh4HqZ5LaEi1ixRZHZcP | 15pEFaJ4YLqvVdqdhoJy5kvETj8yGyEvDV | 16uE5uAhJRcSTehtLZmRCe253TdALHr7e9 | 1MvDzsfUXudZf2UVEtyRjT17TuvrAihHbp | 15CRTshRVYNtHYVDNBzsRDkrLmSAwY9jak | 18dfWSQZVrdt8DCpyMSBsNnNuiW544Yu2G | 1GderJpyhNhaTQVtTfFQqZQ1GGbhA2YwmS | 168nX6rVpTaMaNYnB4rVnt9cCw67k58gWi
17942,2009-06-24 12:02:04.000000 UTC,af727813c113da9a62f900996651ffa24556e83c7b5dccf35fdc9cebb830782c,2,1,99.99,99.99,0,99.99000000,1tQt2rU1ZPp54nWdj7WtL8aK1vVLhnpsP,1KLmv54KpZtTGSJEoxKPvex2RLK8i8eTej | 1EXnHxkqDnwCcwLHLiBSfPrJ4tNEo2Ch9u
